DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20190823,19510401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190823,9OMP5C01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190823,75704801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190823,9OQE3E01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190823,28416801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190823,9OEI0C01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190823,9OEI0C01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190823,86044001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,88411601,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20190822,88411601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,88411601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,34465801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,9NWKMB01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,9O0J3501,25982,SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   
20190822,9O89CI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190822,48743701,25983,SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH
20190821,51222301,21647,DVD D-15 KARAOKE MONDIAL                     
20190821,9OE54N01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,49207901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,14405401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,99DXF801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,50006201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,50006201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190821,9OQD9B01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,9OQD9B01,22752,CELULAR RIU FLIP 2.4 DB DOURADO              
20190821,26853701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190821,32739001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,44745601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,9OLYMD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,9OQCPP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,72864001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,99J5RT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,9O6YAZ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,9OQCUD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190820,99HUFV01,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190820,9OAEKK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,21009801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,99JMTW01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,99JMTW01,25982,SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   
20190819,21769301,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190819,21769301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,9OQC9W01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,9OL8GF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,34660801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,86343301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190819,18952401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190818,64196801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190818,9NYA3U01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,30228101,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20190817,9OQBW001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,9O4K3U01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,9O4K3U01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20190817,9NZ7NE01,24716,RECEPTOR MIDIA BOX HDTV B3                   
20190817,99FMQ301,22086,PEN DRIVE SONY R 16GB USMRGR                 
20190817,56813701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,81336101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,9O289D01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190817,76060601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,74447001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,03945201,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190815,03945201,15712,SUPORTE PRETO TV LCD 10 A 55 ART.SBRP120     
20190815,94464301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,45780501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,45780501,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20190815,55266801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,99CZR101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,99FLS501,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20190815,9O0WGT01,25239,TABLET NB710 MS60 PRETO/PRATA MULTILASER     
20190815,99LKAG01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,99LKAG01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,9O0J3501,24276,AUTO RADIO MVH-98UB PIONEER                  
20190815,9O0J3501,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190815,32946501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,48743701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,48743701,26247,SMARTPHONE LG K8 PLUS PRETO                  
20190815,12343301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,9OQALU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190815,9OQALU01,21647,DVD D-15 KARAOKE MONDIAL                     
20190815,9NZ9PC01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190815,9OIX6O01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190814,71351301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190814,9OFKK901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190814,33781201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190814,9O1GPL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190814,9O1GPL01,19634,RADIO NBX-06 CONECT STAR MONDIAL             
20190813,67610401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190813,9O9LPU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190813,9OQ9LG01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190813,99KKM901,21647,DVD D-15 KARAOKE MONDIAL                     
20190813,99KKM901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20190813,25447001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190813,89782401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190813,27492801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,07848701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,56813701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,9OB8ZR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,9OOX8401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,9OOX8401,19634,RADIO NBX-06 CONECT STAR MONDIAL             
20190812,47576301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,9NYL3601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190812,91505301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190811,56641501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190811,94464301,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20190810,64196501,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190810,93215001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,99GY3K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,24100601,23807,KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES    
20190810,9O590C01,25995,"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    "
20190810,9O1BJS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,75795901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,9OQ8MU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,9OLZ0L01,21647,DVD D-15 KARAOKE MONDIAL                     
20190810,9OOX8401,25982,SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   
20190810,99GKET01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,99PSB601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190810,99PSB601,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190810,99NDI701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,99736601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190809,99736601,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20190809,99736601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,99DRAU01,25999,RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     
20190809,99DRAU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,15884301,25983,SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH
20190809,9OOX3Q01,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20190809,98157601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,99HLBS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,99HLBS01,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20190809,41447601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190809,9O2UAP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,99AY4F01,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20190808,99KJ4L01,24045,"TELEVISOR SMART 43"" TC43SV700 PANASONIC      "
20190808,9OKAS201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,99EIP501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,10594301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,50006201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,9OG2QX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,48087701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,48087701,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20190808,19510401,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20190808,9OQ6OR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,59101301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,12103301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,10573901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190808,9OIO8E01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,25218601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,36912201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,11845901,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190807,99KJ4L01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,99LOET01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,99LOET01,21647,DVD D-15 KARAOKE MONDIAL                     
20190807,9OLLH301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,51700301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,9OQ5Y401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,9O5FOI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,9O5FOI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,99BVWE01,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20190807,33456201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,99HLBS01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20190807,99GY3K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,99GY3K01,25767,CAIXA AMPLIFICADA CM-11 MULT CONECT PARTY BIV
20190807,99KIKG01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190807,12665001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,92961401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,11300401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,99DW4901,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20190806,99DW4901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,99DPHO01,21647,DVD D-15 KARAOKE MONDIAL                     
20190806,99AIIR01,22301,AUDIO PB 122 BTL (LILAS) PHILCO              
20190806,9OQ5DF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,99EGQA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,09869001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,99E35501,24525,BOX LINE OCM 3915 ONEAL                      
20190806,36864101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,36864101,22506,ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        
20190806,22243701,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190806,22243701,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190806,9OLLH301,25700,TABLET NB273 M7S PLUS 8GB PRETO              
20190806,9OOX3Q01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,32165401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,99H01K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,9OEV8001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,32083501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190806,03945201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190805,97074301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190805,54087801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190804,67791001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190804,99GYVT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,61271401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,99O8N101,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20190803,9O5JUS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9OGEVJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9OIRQJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9OQ4KJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,999C8U01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190803,999ZY601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,68605601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9O3PE801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9NYF7P01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9NYF7P01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20190803,9OQ4KT01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190803,99A9EX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,99A9EX01,24524,BOX LINE OCM 3912 ONEAL                      
20190803,9OMI6R01,26181,RADIO PORTATIL MULTIBANDA TR849              
20190803,9OAKCD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,19510401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190803,99NBQJ01,26222,CELULAR INFINITY W201 PRETO                  
20190803,57512801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,57512801,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20190803,9O8UJP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,9O8UJP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190803,15579301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190802,94464301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190802,99H3PO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,99A0ED01,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20190802,99A0ED01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,99QE6G01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,9O98D801,25577,SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO 
20190802,03747101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,9O2FTQ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,67045701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,67045701,25680,SMARTPHONE MOTOROLA MOTO G7 XT1962-4 DB POLAR
20190802,999LRK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,50808201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,03648401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,99DPHO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,64082301,25366,TABLET NB728 MINI MS40G PRETO                
20190802,64082301,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190802,64082301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,50886001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190802,9OPF5701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,03945201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9O0DOI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,08706101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9OQ35Y01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20190801,9OQ35Y01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,65737801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,99EP4901,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190801,01127401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,99KXY901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9OFA7P01,25999,RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     
20190801,99MD7601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190801,9OOHJ101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9O91YS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9O0IGQ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9O5O1V01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190801,9OKILJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
