DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20191127,99AJ0801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,9O4UYP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,9O6IFR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,63323801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,92040001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,54896001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,12416501,26004,SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   
20191127,12416501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,38760901,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191127,38760901,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191127,11477201,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20191127,11477201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,99AESN01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191127,99AESN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,99AESN01,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20191127,9OHI2J01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,03747101,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191127,99LW5M01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191127,03747101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,9OD33V01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,53898301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,17382801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,65067501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,22087501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,05861701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,9O5JKW01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,9OOD3C01,26460,CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      
20191126,00126601,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191126,00126601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,18029301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,08552101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,YYYAQ901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191126,YYYAQ901,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20191125,YYY9YR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,99FP2G01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,30228101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,99ESHD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,9OQZKY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,9OGTR201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,30222101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,9O8N1X01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191125,99GZ6801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191124,99GBKM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191124,56095501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,35430701,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20191123,000ZCM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,08331201,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191123,08331201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,41547701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,99FY8S01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,9O6IFR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,99JFW901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,99C1F101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,99C1F101,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191123,34452301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191123,52779301,25997,"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      "
20191123,9OCFJV01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,9OMRKT01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191122,99FIB901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,99HIJS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,9O50UF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,47227501,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191122,9OHKSY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,00883801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,99FLS501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,99FLS501,26243,SUPORTE UNIV. BEDIN BU-25                    
20191122,9O1QJ501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,99LRPK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,64268101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,99A3H001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,65733001,25703,CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     
20191122,65733001,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20191122,65733001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,65733001,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20191122,18952401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,000Y7001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191122,000YPL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,000Y7001,26222,CELULAR INFINITY W201 PRETO                  
20191121,000T0N01,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191121,9OPIDL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,9OIXHK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,9O1KC601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,9O1GPL01,26007,SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    
20191121,99KVOS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,47596801,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20191121,99FBW801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,19754301,24852,TABLET NB707 MINI MS50L BRANCO/DOURADO       
20191121,19754301,26177,TABLET NB720 MINI MS45 4G PRETO              
20191121,03936701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,9O0A6A01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191121,27906301,24526,BOX LINE OCM 3910 ONEAL                      
20191121,69909201,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191121,15884301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,60412701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,99A3H001,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191120,9OMP5C01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191120,9OMP5C01,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20191120,99E61O01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,99GTKU01,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20191120,99GTKU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,9OQ48V01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,02909701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,9OHVKC01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191120,99ING401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,9NZJZO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,9NYP9701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,9OGFXD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,99ELY901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,99ELSK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,70571901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,38760901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,99BVWE01,21029,ANTENA 1.70 MT MULTIPONTO CENTURY            
20191119,99BVWE01,24716,RECEPTOR MIDIA BOX HDTV B3                   
20191119,11381501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,11381501,25983,SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH
20191119,9OGNZV01,25367,TABLET NB729 MINI MS40G BRANCO               
20191119,99L8UC01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191119,32301501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,000W9P01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,000WBF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,9O0JWX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,9OG2QX01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191118,99KJO701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,35368701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,57758201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191118,08467101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,27381101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,27381101,23447,REPETIDOR RE051 300MPS WPS MULTILASER        
20191116,75272401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,9NYXTY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,99MHN101,26243,SUPORTE UNIV. BEDIN BU-25                    
20191116,99MHN101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,99ABAA01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20191116,99FMQ301,26243,SUPORTE UNIV. BEDIN BU-25                    
20191116,99CX6901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,9O2ENM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,9O2ENM01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191116,9O09LR01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191116,999BGB01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,99HE8Q01,26432,AUTO RADIO AR-06 PRETO                       
20191116,99HE8Q01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,96344901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,99LKVJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,11706101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191116,99240801,21647,DVD D-15 KARAOKE MONDIAL                     
20191115,73984101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191115,67718701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191115,9O1JQR01,26344,"TELEVISOR SMART 50"" P6US ULTRA HD 4K HDR SEMP"
20191115,9O1JQR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191115,9O3SSZ01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191115,73408001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,45041901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,19531201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,99JKTN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,78089301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,9OMO1D01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,83243301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,9OILSR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,9OBM0F01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,99E1NX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191114,9NYLM901,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191114,9OMRKT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,9OGNZV01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,99PPKF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,99K9VU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,38958901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,38958901,24794,CONJ.SC-MAX9000 L PANASONIC                  
20191113,9O0J3501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,11222501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,000UCT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191113,000UCT01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20191112,000TSY01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191112,70945801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,9NZ8YY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,99GY3K01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191112,06719601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,9OG2QX01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191112,9OE1T601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,32733101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,64941701,22978,CONJ.SC-AKX100LBK PANASONIC                  
20191112,64941701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,65431601,26387,SMARTPHONE LG K8 PLUS PLATINUM               
20191112,99I6HP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191112,9O9K5801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,000T0N01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,94618101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,9O09HB01,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20191111,43985401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,44299901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,60154901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,9OLZ0L01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,9OLZ0L01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191111,99MWU801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,9O3U2P01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,27906301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,34004801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191111,9OE54N01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191110,9NY72X01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,000RWV01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,99B1QH01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,99B1QH01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191109,11222501,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191109,44088701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,99L3V401,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20191109,9O1GPL01,21603,DVD D-14 GAME STAR II MONDIAL                
20191109,99GGBI01,26431,CAIXA DE SOM SK-05 VIBE PLUS SPEAKER BIVOLT  
20191109,99GGBI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,51505501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,52290601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,99HCPU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191109,9OG9KT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,000RGL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,64413501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,99B1QH01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191108,71224101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,9O1BJS01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191108,9O6IFR01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191108,9O6IFR01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191108,99FPGC01,25704,CAIXA AMPLIFICADA CM-14 MULT CONECT          
20191108,99FPGC01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,51632201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191108,39078801,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191107,000QJ401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191107,42262901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191107,42262901,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191107,9OIFAS01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191107,75231801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191107,99I6HP01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191107,99I6HP01,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20191107,39078801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191107,77802901,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191106,9NZ9PC01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,15508401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,99J2BN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,9OIFAS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,9O2ZM301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191106,99DK6101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,99DK6101,25999,RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     
20191106,69909201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191106,99AY4F01,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191105,999SR101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191105,99AY4F01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191104,9O1BJS01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191104,82222401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191104,9OJQDY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191104,9OJQDY01,26004,SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   
20191104,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191104,9O0DH001,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20191104,99N6RZ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191104,9O5IWT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191104,99GEQA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191103,9O09LR01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191101,82329801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,9O08EN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,79237801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,27092201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,17815001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,49403101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,49403101,23804,CONJ.SC-AKX700LBK SOM 3X1 PANASONIC          
20191101,75447401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,99GTKU01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191101,99EIP501,25481,SMARTPHONE LG K9 TV LM-X210BMW DOURADO       
20191101,99EIP501,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20191101,99014401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191101,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191031,9ORCN501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,9ORCN501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,9ORCEH01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,9NX9YR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,42937001,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191031,42937001,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191031,64196501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,98727101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,9NZ5VT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,58869501,26243,SUPORTE UNIV. BEDIN BU-25                    
20191031,9O590C01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,99MHTR01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20191031,99MHTR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,9OJAL601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,04816401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,22626501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,99F59601,25704,CAIXA AMPLIFICADA CM-14 MULT CONECT          
20191031,99F59601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191031,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191031,37740201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,67777501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191031,99G8ZY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191030,82428201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,9OKG1001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,99DRLX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,99KFA301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,99F0GX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,07048201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,99JYJ401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,99CA7901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191030,48743701,23725,AUTO RADIO DVH7880                           
20191029,9O98D801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191029,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191029,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191029,99BZKD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191029,99BZKD01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191029,55351801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191029,41917601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191028,00000301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191028,99MWU801,21823,PEN DRIVE SONY R 8GB USMRGR                  
20191028,99MWU801,21823,PEN DRIVE SONY R 8GB USMRGR                  
20191028,99FFEF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191028,99ENK701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191028,9ODV8K01,26007,SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    
20191028,9ODV8K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191028,9OM4GO01,25737,"TELEVISOR SMART 32"" PTV32 G50SN LED PHILCO   "
20191028,9O3MV701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191026,67709801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191026,99LW5M01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191026,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191026,99FC9801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191026,05506501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,99FBQ501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
